tau,SCS,OSQP,COSMO
342.40061379714257,1.0,1.0,0.945
345.57199367621394,1.0,1.0,0.945
348.77274748141775,1.0,1.0,0.945
352.00314727966787,1.0,1.0,0.945
355.2634676578139,1.0,1.0,0.945
358.5539857459817,1.0,1.0,0.945
361.874981241128,1.0,1.0,0.945
365.22673643081754,1.0,1.0,0.945
368.6095362172158,1.0,1.0,0.945
372.0236681413066,1.0,1.0,0.945
375.4694224073337,1.0,1.0,0.945
378.94709190746676,1.0,1.0,0.945
382.45697224669993,1.0,1.0,0.945
385.9993617679767,1.0,1.0,0.945
389.5745615775501,1.0,1.0,0.945
393.18287557057704,1.0,1.0,0.945
396.82461045694816,1.0,1.0,0.945
400.5000757873611,1.0,1.0,0.945
404.20958397963057,1.0,1.0,0.945
407.9534503452449,1.0,1.0,0.945
411.7319931161679,1.0,1.0,0.945
415.54553347188755,1.0,1.0,0.945
419.39439556671863,1.0,1.0,0.945
423.27890655735484,1.0,1.0,0.945
427.19939663067765,1.0,1.0,0.945
431.15619903182284,1.0,1.0,0.945
435.149650092505,1.0,1.0,0.945
439.1800892596086,1.0,1.0,0.945
443.2478591240396,1.0,1.0,0.945
447.3533054498463,1.0,1.0,0.945
451.4967772036102,1.0,1.0,0.945
455.6786265841064,1.0,1.0,0.945
459.8992090522438,1.0,1.0,0.945
464.15888336127773,1.0,1.0,0.945
468.4580115873045,1.0,1.0,0.945
472.7969591600391,1.0,1.0,0.945
477.17609489387456,1.0,1.0,0.945
481.5957910192351,1.0,1.0,0.945
486.0564232142134,1.0,1.0,0.945
490.55837063650455,1.0,1.0,0.945
495.1020159556351,1.0,1.0,0.945
499.68774538548837,1.0,1.0,0.945
504.3159487171359,1.0,1.0,0.945
508.98701935196794,1.0,1.0,0.945
513.7013543351344,1.0,1.0,0.945
518.4593543892913,1.0,1.0,0.945
523.2614239486662,1.0,1.0,0.945
528.1079711934331,1.0,1.0,0.945
532.9994080844087,1.0,1.0,0.945
537.9361503980704,1.0,1.0,0.945
542.9186177618943,1.0,1.0,0.945
547.9472336900287,1.0,1.0,0.945
553.0224256192901,1.0,1.0,0.945
558.144624945496,1.0,1.0,0.945
563.3142670601358,1.0,1.0,0.945
